constituency,Donations and other support (including loans) for activities as an MP_sum,Employment and earnings_sum,Employment and earnings - Ad hoc payments_sum,Employment and earnings - Ongoing paid employment_sum,Gifts and benefits from sources outside the UK_sum,"Gifts, benefits and hospitality from UK sources_sum",Land and property (within or outside the UK)_sum,Miscellaneous_sum,Shareholdings_sum,Visits outside the UK_sum,pct_religion,IMD rank 2019,Income,Employment,"Education, skills and training",Health deprivation and disability,Crime,Barriers to housing and services,Living environment,sum_outside_payment,log_outside,Deprivation_PC1,Deprivation_PC2,share_under30,share_over64,HighQualifications_num,share_non_uk_born
Newcastle upon Tyne East and Wallsend,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.422112958,59,55,70,87,27,65,415,459,1178,7.072421900537371,-2.8708417653913783,1.4217024100775182,0.32357142857142795,0.156024096385542,28845,0.118190197
Newcastle upon Tyne North,0.0,0.0,1000.0,0.0,0.0,2500.0,0.0,0.0,0.0,0.0,0.424993676,354,326,322,412,172,301,464,491,2488,7.819636302367592,0.5519836409077488,1.7997361706529387,0.342984184265276,0.171910960543516,39398,0.11999874
Newcastle-under-Lyme,58100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.509547901,279,285,220,222,162,303,515,317,2024,7.613324979540639,-0.652145276014425,1.4959709967427963,0.30237302468157,0.204460652185402,22137,0.079522475
Newton Abbot,0.0,0.0,6986.07,3628.68,0.0,1029.62,0.0,0.0,0.0,0.0,0.469819506,327,293,249,308,305,427,363,239,2184,7.68937110752969,0.4972091438794061,0.4674564896590049,0.2331501363326509,0.272761162235855,23987,0.051169574999999995
Newton Aycliffe and Spennymoor,7000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.540342376,135,114,66,159,64,156,487,529,1575,7.362645270417825,-2.18908793604603,2.104859789011563,0.2718697560009581,0.213314155279697,20222,0.036277329999999997
Normanton and Hemsworth,14000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.515990291,102,140,64,24,90,84,466,489,1357,7.213768308118642,-2.593814074865198,1.9148665101577858,0.27470412501436203,0.198868206365621,18409,0.065351595
North Bedfordshire,7000.0,0.0,4750.0,45000.0,0.0,1065.0,0.0,0.0,0.0,0.0,0.478568756,443,447,452,405,431,420,155,308,2618,7.870547844507712,2.491142294020406,-0.25172443744308987,0.277714765004718,0.193505342318213,30142,0.098082331
North Cornwall,46795.0,0.0,0.0,7720.87,0.0,0.0,0.0,0.0,0.0,0.0,0.480536507,196,232,201,217,280,511,56,25,1522,7.328437352895162,0.16805922912047222,-1.5933652015003745,0.2462082506862211,0.266414217306806,23046,0.051734633
North Cotswolds,0.0,0.0,27111.05,20000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.537613327,456,471,476,446,457,507,105,219,2681,7.894318063841624,2.9935068544501795,-0.7844804957516631,0.2520588704107108,0.246033685776526,30318,0.0849972
North Devon,21000.0,0.0,3329.02,2815.0699999999997,0.0,1310.75,0.0,0.0,0.0,0.0,0.466783625,251,287,253,251,223,475,97,126,1712,7.44600149832412,0.38746846923810224,-0.9909329895891079,0.2474702751106905,0.260186060395005,23458,0.054875195
North Dorset,4232.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.526810155,404,438,427,319,444,513,60,303,2504,7.826044013518965,2.5230545988666297,-0.46573437791728983,0.2448784731431472,0.275337103088299,24133,0.071303036
North Durham,19500.0,0.0,1084.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.534347689,156,126,87,186,92,189,489,526,1695,7.4360278163518485,-1.8602030553504676,2.1002230069403938,0.2608904933814678,0.223617433160675,20695,0.030526551
North East Cambridgeshire,37698.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.520735123,155,183,165,38,128,265,181,371,1331,7.194436851100335,-1.3808755789154703,0.3898106152224481,0.2597078662590378,0.233105255495705,16152,0.124631985
North East Derbyshire,35000.0,0.0,423.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.507956426,298,259,189,199,194,508,481,468,2298,7.740229524763182,-0.09534890627898768,2.268238828153836,0.2483388526866786,0.246992842645016,21307,0.031650884000000004
North East Hampshire,5500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.502208883,532,533,533,528,531,465,239,501,3330,8.11102783819368,3.8392432520143065,0.852444523242525,0.274920603898959,0.202140030292666,35264,0.111203506
North East Hertfordshire,0.0,0.0,56.23,1051.75,0.0,0.0,0.0,0.0,0.0,0.0,0.466498682,444,418,428,384,486,376,213,416,2721,7.909122183211411,2.3820802703727915,0.3721537063253253,0.2733274690433143,0.208456177320663,31142,0.093756593
North East Somerset and Hanham,63800.0,0.0,1559.68,7993.29,0.0,0.0,0.0,0.0,0.0,0.0,0.458359063,477,456,437,322,455,340,422,499,2931,7.983440063006542,2.0364759365818017,1.7193265217873366,0.2737162070724417,0.224862850421077,25386,0.057296217999999996
North Herefordshire,75441.4,0.0,974.67,0.0,0.0,706.6,0.0,0.0,0.0,0.0,0.560874607,299,356,355,351,368,479,48,33,1990,7.596392304064196,1.563210699530502,-1.7779493756229734,0.2249622381296372,0.294509752413476,26693,0.067409468
North Norfolk,38150.69,0.0,702.0,12469.0,0.0,0.0,0.0,0.0,0.0,0.0,0.523272928,242,306,234,214,263,522,44,102,1685,7.430114138561801,0.5537410188476083,-1.2200629751162684,0.19955888434498842,0.346999494554978,20192,0.04415989
North Northumberland,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.567055647,280,305,199,241,251,399,205,395,1995,7.59890045687141,0.3166386834057954,0.5579311447451175,0.2147130153597405,0.296092697386149,25703,0.037557156
North Shropshire,26450.0,0.0,0.0,0.0,0.0,324.91,0.0,0.0,0.0,0.0,0.570718128,303,315,283,244,340,438,156,157,1933,7.56734567601324,0.767458555357328,-0.7028804451105156,0.250801462730757,0.251174008097959,25214,0.061449432
North Somerset,6000.0,0.0,1143.94,0.0,0.0,960.0,0.0,0.0,0.0,0.0,0.48177158,518,509,487,476,446,421,320,509,3168,8.06117135969092,3.0504673383814067,1.2876200296239497,0.2540545677239513,0.257570638172065,30690,0.072013442
North Warwickshire and Bedworth,21000.0,0.0,0.0,7579.04,0.0,1290.0,0.0,0.0,0.0,0.0,0.525932569,265,283,248,140,244,241,331,225,1712,7.44600149832412,-0.5942727846252812,0.25118606945235256,0.2681044171597003,0.215058209809784,18148,0.069384557
North West Cambridgeshire,0.0,0.0,1132.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49152943,270,276,286,207,240,218,128,369,1724,7.45298232946546,-0.011735437069544613,-0.13458456197900184,0.3045494756551081,0.156470355833068,26970,0.18963112599999998
North West Essex,618674.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496173128,487,504,516,458,520,417,68,367,2850,7.955425088912672,3.411888892480555,-0.46460888135643935,0.28471570651154,0.201688872208669,30416,0.09218562999999999
North West Hampshire,7500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.477045908,435,453,454,331,434,361,180,455,2668,7.889459149404524,2.312572654414335,0.5039702166808343,0.2818104883841549,0.17525229086475,29534,0.12819483
North West Leicestershire,26519.0,0.0,907.22,1449.42,0.0,1028.26,0.0,0.0,0.0,0.0,0.489647606,383,362,323,226,301,354,431,474,2471,7.812782818577581,0.6957775838580731,1.8282653215895084,0.2734711877695012,0.201029008232065,24361,0.062716077
North West Norfolk,5500.0,0.0,0.0,0.0,0.0,350.0,0.0,0.0,0.0,0.0,0.532841901,167,218,173,59,129,454,143,220,1396,7.242082359256962,-0.8529242014568558,-0.16362575324431608,0.2446396779936522,0.266787290037928,20245,0.115665583
Northampton North,37636.6,0.0,6477.81,0.0,0.0,1133.0,0.0,0.0,0.0,0.0,0.480661131,133,180,198,98,119,52,176,175,998,6.906754778648554,-1.8762931363464501,-0.8457220329765621,0.31386754312872167,0.140781717742184,28476,0.305557349
Northampton South,28891.059999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.493382253,295,324,325,245,214,205,149,478,1940,7.57095858316901,0.3359995462631334,0.417302552904657,0.3137497978763534,0.154179916994556,27545,0.222515423
Norwich North,48733.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.410376169,238,223,193,101,212,344,454,340,1867,7.532623618788788,-0.9032501501279756,1.4467810834035995,0.2645369273103413,0.202834073151625,21806,0.110921403
Norwich South,67043.09,0.0,2400.0,0.0,0.0,1209.47,0.0,0.0,0.0,0.0,0.337343673,188,170,203,136,115,238,473,302,1637,7.401231264413015,-1.5440718271871539,1.191164955959847,0.34683477655863504,0.163954155266597,32545,0.176819386
Nottingham East,7000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.322071296,49,74,114,68,55,67,177,51,606,6.408528791059498,-2.814466949464456,-1.3574273880388725,0.41851663969208597,0.0916894138866745,34343,0.307930178
Nottingham North and Kimberley,2000.0,0.0,0.0,0.0,0.0,600.0,0.0,0.0,0.0,0.0,0.390129292,33,24,34,20,66,87,268,214,713,6.570882962339584,-3.1807873612799042,-0.20977917363972445,0.3266302100087308,0.157051606084279,20402,0.179683591
Nottingham South,2000.0,0.0,0.0,0.0,0.0,1050.0,0.0,0.0,0.0,0.0,0.344031748,107,132,179,72,60,234,166,149,992,6.900730664045173,-1.8967894650026171,-0.7226088771854536,0.461875954999955,0.123035269097765,25228,0.216493614
Nuneaton,18000.0,0.0,0.0,357.9,0.0,0.0,0.0,0.0,0.0,0.0,0.481494884,186,195,162,103,170,158,371,299,1458,7.285506548522786,-1.6028197832583093,0.6624599558797302,0.28801656167043044,0.179137446016086,20484,0.114904882
Old Bexley and Sidcup,0.0,0.0,0.0,0.0,0.0,590.0,0.0,0.0,0.0,0.0,0.490711247,446,441,455,357,456,371,235,264,2579,7.855544677915663,2.174102741611979,-0.12609509536195293,0.2890841220907894,0.191074647152101,25367,0.160813706
Oldham East and Saddleworth,3900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.472013774,75,85,94,63,107,35,512,152,1048,6.955592608396297,-3.042235859284707,0.47500433214523424,0.3307301906634353,0.169786475241186,22564,0.147881215
"Oldham West, Chadderton and Royton",2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.398039706,40,37,45,37,70,18,511,125,843,6.738152494595957,-3.5820967521393112,0.3534500958888465,0.3587188171520031,0.14362901585561,19449,0.20176329
Orpington,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.495892252,351,314,334,380,465,273,95,368,2229,7.709756864454165,1.5422931287115809,-0.5458978444086066,0.2922610138774344,0.195862223444006,29179,0.181076149
Ossett and Denby Dale,40500.0,0.0,0.0,2872.29,0.0,0.0,0.0,0.0,0.0,0.0,0.504446423,366,388,343,341,258,263,408,301,2302,7.741967899820685,0.6343838513122886,0.7671324951497351,0.2592336054218783,0.229875748598708,24542,0.055008685
Oxford East,0.0,0.0,2604.4300000000003,0.0,0.0,755.0,0.0,0.0,0.0,0.0,0.401724901,291,278,363,248,278,251,199,205,1822,7.508238774678663,0.27584666099180355,-0.5808629627533223,0.345080875035841,0.117627215841049,44122,0.344709289
Oxford West and Abingdon,29079.61,0.0,0.0,17637.0,0.0,716.9100000000001,0.0,0.0,0.0,0.0,0.416993685,490,524,528,473,490,474,238,222,2949,7.989560449333865,3.2555362029379533,-0.25604321659690266,0.350449834764128,0.173296385406817,44640,0.25994329
Peckham,37000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.464584702,77,39,128,388,177,43,24,54,853,6.74993119378857,-1.549924101230013,-2.550879209167729,0.305506152226779,0.0842346920256977,44357,0.424439613
Pendle and Clitheroe,28250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.466262236,152,187,153,148,148,307,525,23,1491,7.307872780763706,-1.7017726372578115,0.2980027032961854,0.294015974382766,0.198388006477084,25231,0.134060487
Penistone and Stocksbridge,52300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.523494984,328,348,270,310,193,248,437,440,2246,7.717351272185329,0.09810737415505964,1.5332306236230278,0.2445647341276897,0.250800284545616,22445,0.032844902
Penrith and Solway,15000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.590390687,305,357,301,247,307,514,196,105,2027,7.614805364711073,0.9432610950571523,-0.5952417298548667,0.23196831473486978,0.264600472428117,25948,0.043632624
Peterborough,72025.0,0.0,2645.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.447476999,76,96,122,26,124,57,90,292,807,6.694562058521095,-2.3038405550236503,-0.68554266674295,0.3305486322656081,0.146681436351887,23490,0.320518987
Plymouth Moor View,107992.18,0.0,0.0,0.0,0.0,1389.95,0.0,0.0,0.0,0.0,0.441600652,110,122,81,73,68,277,295,294,1210,7.099201743553092,-2.0811786265161243,0.5284738670669336,0.291635274991078,0.2023970022602,18481,0.063234821
Plymouth Sutton and Devonport,8584.0,0.0,0.0,0.0,0.0,440.9,0.0,0.0,0.0,0.0,0.373877901,73,110,92,172,39,107,414,43,977,6.885509670034818,-2.716756994401347,-0.3847148818336121,0.332403358884761,0.143219114176469,28115,0.144500572
"Pontefract, Castleford and Knottingley",108592.23999999999,0.0,925.44,0.0,0.0,3555.6,0.0,0.0,0.0,0.0,0.493400059,89,135,78,23,93,53,447,411,1240,7.123672785204607,-2.6974024613026892,1.4446514895333673,0.2788084789593289,0.180785204921244,17645,0.058483523999999995
Poole,16000.0,0.0,0.0,678.72,0.0,0.0,0.0,0.0,0.0,0.0,0.476773975,346,312,311,269,303,343,284,392,2214,7.703007682479236,0.6784612715929972,0.7225865733564139,0.25092300118964517,0.233150100504574,26056,0.121251946
Poplar and Limehouse,21000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.252763109,165,100,266,329,245,187,51,129,1307,7.176254532017144,-0.5062712844587794,-1.8620546284497381,0.32463025583222205,0.0481196843938928,60924,0.500761009
Portsmouth North,12000.0,0.0,2742.18,0.0,0.0,1780.0,0.0,0.0,0.0,0.0,0.420914393,164,238,276,127,207,129,285,15,1277,7.15305163493748,-1.2327884833039318,-1.0159394619186506,0.298297454610358,0.168777082568989,21308,0.116403149
Portsmouth South,0.0,0.0,0.0,0.0,0.0,1780.0,0.0,0.0,0.0,0.0,0.368888477,118,171,256,154,152,22,267,14,1036,6.9440872082295275,-1.8257555907959606,-1.2990901351968225,0.361640219018136,0.132712348123564,29882,0.21868871299999998
Preston,4430.0,0.0,0.0,0.0,0.0,1400.0,0.0,0.0,0.0,0.0,0.440888427,58,81,99,96,33,41,500,46,896,6.799055862058796,-3.2548399609931815,-0.021113191452599593,0.353326248671625,0.130575982996811,26642,0.216283834
Putney,5150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.437377603,352,307,423,507,373,261,89,127,2087,7.643961949002529,1.5781845349755346,-1.7477692786413568,0.27542849993744434,0.108934603492341,55964,0.3980906
Queen's Park and Maida Vale,6018.52,0.0,1564.88,4862.25,0.0,0.0,0.0,0.0,0.0,0.0,0.385294236,115,49,109,389,327,104,66,69,1113,7.01571242048723,-1.0139656978959404,-2.3099134545003137,0.293998417235976,0.107183810585138,48942,0.486475926
Rawmarsh and Conisbrough,65940.29999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.516029789,87,109,65,46,47,74,482,464,1287,7.160845906664299,-2.820889098170374,1.8354630424102334,0.2795453102178189,0.199276052581444,16283,0.041145019000000005
Rayleigh and Wickford,22500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.485912063,496,479,477,274,484,439,334,519,3006,8.008698182988528,2.5430822024633475,1.6099506471017373,0.26379871792246,0.229739693202531,18218,0.046651093000000005
Reading Central,15675.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38787983,316,335,409,379,289,252,106,169,1939,7.570443252057374,1.0346872841371044,-1.261966114202075,0.318794444587066,0.115258559460546,43158,0.37224984299999997
Reading West and Mid Berkshire,20000.0,0.0,2762.23,0.0,0.0,3300.0,0.0,0.0,0.0,0.0,0.48147837,421,417,445,354,436,391,200,356,2599,7.8632667240095735,2.189748221161089,0.14291110984000038,0.288691160787101,0.193983814642102,27488,0.14675115
Redcar,49000.0,0.0,2950.35,0.0,0.0,900.0,0.0,0.0,0.0,0.0,0.51909739,74,63,19,120,38,169,484,513,1406,7.249215057114389,-2.6473638001315303,2.068027073684841,0.2698109991263761,0.228665487630777,18528,0.032423653
Redditch,20500.0,0.0,2500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.500900737,230,255,237,161,182,284,57,480,1656,7.4127640174265625,-0.1603732340019782,0.21307057501615026,0.27853208788104983,0.19954808642847,21769,0.10579063899999999
Reigate,5000.0,0.0,0.0,1180.0,0.0,551.0,0.0,0.0,0.0,0.0,0.497660366,488,497,496,477,458,346,231,370,2875,7.964155718840937,2.848479177879212,0.17619086064492226,0.2848325315421619,0.186439139511663,36797,0.166923558
Ribble Valley,5000.0,0.0,677.86,0.0,0.0,302.0,0.0,0.0,0.0,0.0,0.637014986,442,489,426,505,293,463,358,183,2717,7.907651594711089,2.14396389390415,0.16717466688468863,0.2603524705373551,0.225262681960703,30661,0.06683296899999999
Richmond Park,15800.0,0.0,0.0,0.0,0.0,1050.0,0.0,0.0,0.0,0.0,0.444063722,504,483,511,532,530,320,354,145,2875,7.964155718840937,2.7727238771781493,-0.4289988860172699,0.2899558311009969,0.159079710080005,56528,0.346209875
Richmond and Northallerton,4719.25,0.0,0.0,0.0,0.0,11496.0,0.0,0.0,0.0,0.0,0.577536084,434,475,464,316,443,530,125,288,2641,7.879291485082271,2.6885521118099946,-0.19407196627869439,0.245433923683958,0.265721679677099,27558,0.067503486
Rochdale,9000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.384636315,29,28,27,77,36,14,322,229,733,6.598509028614515,-3.3475595570749923,-0.0537433892595446,0.33959825360958895,0.147581479070123,20650,0.196179895
Rochester and Strood,37000.0,0.0,1335.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.447079832,217,236,226,160,252,102,317,186,1479,7.299797366758161,-1.0881390077055104,-0.2370145481827355,0.3011706786501408,0.161089961931476,22227,0.125681797
Romford,27800.0,0.0,0.0,0.0,0.0,8123.6,0.0,0.0,0.0,0.0,0.511000887,341,323,369,235,405,207,216,284,2039,7.620705086838262,0.7283684757523587,-0.2552447774085454,0.2990232358396599,0.166506766079146,26759,0.217706172
Romsey and Southampton North,22550.0,0.0,0.0,0.0,0.0,3520.0,0.0,0.0,0.0,0.0,0.494513741,407,468,485,427,404,356,116,170,2426,7.794411205726601,2.373995299921618,-1.0999048332562216,0.292232923220064,0.229696423799107,31238,0.140008884
Rossendale and Darwen,15000.0,0.0,0.0,5436.92,0.0,0.0,0.0,0.0,0.0,0.0,0.523139428,157,176,135,205,127,203,451,148,1445,7.27655640271871,-1.7368814112909756,0.31282019544948964,0.2778089749273428,0.19125166247968,25389,0.046355284
Rother Valley,30500.0,0.0,52070.0,0.0,0.0,1250.0,0.0,0.0,0.0,0.0,0.519525969,212,222,157,180,106,177,497,457,1796,7.493873886783559,-1.446079735629051,1.8938957999489818,0.2689004645924253,0.226491514961175,19197,0.038515469
Rotherham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44420932,36,40,25,22,24,59,495,312,977,6.885509670034818,-3.4934734526926507,1.2039322813426212,0.30235668789808823,0.170318471337579,18671,0.11480760500000001
Rugby,15000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.504602082,389,375,378,333,348,268,294,330,2326,7.752335163302292,1.1149747774622432,0.3320650204272824,0.2828249217597745,0.184314183963451,29569,0.185631239
"Ruislip, Northwood and Pinner",20000.0,0.0,0.0,0.0,0.0,3000.0,0.0,0.0,0.0,0.0,0.396259287,485,445,472,521,480,357,117,410,2802,7.938445551164788,2.9972540407708808,-0.2437106294801695,0.27220566695287607,0.210929844941663,39573,0.330786256
Runcorn and Helsby,5000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.542921565,122,128,76,166,96,269,360,305,1400,7.244941546337007,-1.8273575942930866,0.721803336763976,0.2750088219254244,0.211095308874322,21910,0.049627058
Runnymede and Weybridge,6868.0,0.0,0.0,0.0,0.0,1550.0,0.0,0.0,0.0,0.0,0.534059637,468,481,506,443,502,312,112,322,2678,7.893198869544609,2.8682417889761256,-0.6000922888060001,0.2874510320928125,0.184091080307367,35110,0.20739044
Rushcliffe,18000.0,0.0,0.0,7623.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43368482,528,503,481,524,514,506,471,447,3446,8.145259566516865,3.3163322864166016,1.6825482308076583,0.27889007345389727,0.215882082530491,38039,0.090059076
Rutland and Stamford,12500.0,0.0,1000.0,0.0,0.0,1582.0,0.0,0.0,0.0,0.0,0.545278014,500,495,488,482,495,524,152,399,3035,8.01829613851552,3.4908222960380777,0.169859099450039,0.2522649847594735,0.249385632771877,29171,0.08333328200000001
Salford,52188.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.446259474,27,46,68,58,8,26,274,137,617,6.42648845745769,-3.318501253864398,-0.5929532312309271,0.34323861799197,0.0973809354815813,37421,0.253887777
Salisbury,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.53207796,396,428,414,404,417,366,107,215,2351,7.763021309018518,2.098269014021303,-0.9335819695527701,0.2481670093991227,0.247617919703706,29479,0.10752373700000001
Scarborough and Whitby,43625.0,0.0,10923.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.523861462,144,163,117,122,125,406,339,121,1393,7.2399325913204695,-1.4699805691169834,0.08123220150814439,0.23794037384328037,0.267219976609147,22904,0.065337404
Scunthorpe,28000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.502550972,154,155,139,67,145,138,485,388,1517,7.325148957955575,-2.042225311967585,1.542193849021611,0.28156441485740147,0.206161585596489,18785,0.128914487
Sefton Central,12000.0,0.0,0.0,0.0,0.0,1800.0,0.0,0.0,0.0,0.0,0.688160199,391,369,245,472,180,403,519,365,2553,7.845416036592485,0.6841157472123676,1.6144944919914332,0.2372207517781473,0.280571621518587,27171,0.037789186
Selby,33700.0,0.0,0.0,0.0,0.0,896.0,0.0,0.0,0.0,0.0,0.534138218,395,390,339,252,347,442,388,403,2561,7.848543482456679,1.2189252444934948,1.4152779844399483,0.2651980409686317,0.204017180394138,25132,0.052469497999999996
Sevenoaks,18270.0,0.0,0.0,0.0,0.0,4702.0,0.0,0.0,0.0,0.0,0.517140157,431,443,460,417,501,219,185,327,2552,7.845024417241484,2.241777502848215,-0.3816287117588353,0.2829724458668795,0.213321998299744,29875,0.11721414299999999
Sheffield Central,5000.0,0.0,0.0,0.0,0.0,2000.0,0.0,0.0,0.0,0.0,0.250786592,252,334,441,321,159,162,290,55,1762,7.47477218239787,0.046767877625389795,-0.9271461534663067,0.452898004864084,0.0817532229946409,36421,0.272132868
Sheffield Hallam,31570.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.422269789,526,525,510,530,364,423,478,429,3259,8.089482474360754,2.814638650879895,1.6310389792643747,0.310008463817181,0.217001692763436,39124,0.090261806
Sheffield Heeley,65308.33,0.0,0.0,0.0,0.0,1580.0,0.0,0.0,0.0,0.0,0.396617804,48,44,42,40,74,54,409,291,954,6.86171134048073,-3.173652174631292,0.6770255857795718,0.2961005610502711,0.171245940992026,26266,0.135603032
Sheffield South East,0.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.414760226,116,113,111,51,97,121,377,385,1255,7.135687347028144,-2.362533460036553,1.0557876413680167,0.288602068900066,0.190006643257094,18841,0.115373864
Sherwood Forest,23000.0,0.0,835.63,21166.0,0.0,0.0,0.0,0.0,0.0,0.0,0.462635388,248,249,161,119,198,316,396,485,1924,7.562681246721884,-0.764940085567133,1.8023560877483127,0.2663726571113555,0.208484732275538,22380,0.048493811
Shipley,44000.0,0.0,1450.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.463375829,288,339,294,365,197,108,491,136,1930,7.565793282428515,-0.42056021416088063,0.18102674457235712,0.2600544361390965,0.225158433539161,29086,0.065187633
Shrewsbury,11600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.506707421,339,327,308,320,314,393,303,262,2227,7.708859601047175,0.8447635914129242,0.2577543649660519,0.2573655479573532,0.230317482214295,28658,0.073841959
Sittingbourne and Sheppey,0.0,0.0,1198.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46762348,111,130,116,32,167,89,250,324,1108,7.011213987350367,-2.1421331208508487,0.18810981549186057,0.2970176772310613,0.180791849075069,18990,0.083134239
Skipton and Ripon,17500.010000000002,0.0,0.0,0.0,0.0,1125.0,0.0,0.0,0.0,0.0,0.559584324,429,486,456,438,425,525,233,91,2654,7.884199933676039,2.6280822663202117,-0.7060253883128569,0.2358982620778536,0.274070121030267,30943,0.055832953
Sleaford and North Hykeham,0.0,0.0,713.4,25203.6,0.0,700.0,0.0,0.0,0.0,0.0,0.534317948,448,402,357,403,418,533,310,417,2840,7.951911381854188,2.243382092127294,1.0362250164811702,0.2565968409060583,0.234407233688791,23780,0.062229383
Slough,41500.0,0.0,0.0,0.0,0.0,895.0,0.0,0.0,0.0,0.0,0.311534407,209,228,324,260,215,126,21,221,1395,7.241366283322318,-0.23578894935853328,-1.4654713496851741,0.3555153445280826,0.0996019108280254,35936,0.44409357
Smethwick,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.357787545,53,31,79,65,88,198,297,20,778,6.658011045870748,-2.8079529293937706,-0.843177178558727,0.3448344445309185,0.133957679369773,21961,0.295620086
Solihull West and Shirley,4133.92,0.0,38606.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.499090535,469,454,444,480,383,370,315,383,2829,7.948031990637284,2.327483701141592,0.648209385591333,0.2757770896505899,0.213577773253758,30048,0.127840049
South Basildon and East Thurrock,0.0,0.0,2136.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.480313409,206,211,211,61,281,120,251,432,1567,7.357556200910353,-1.0083160156766355,0.6429671635094532,0.3021951219512188,0.178175609756097,18060,0.11886661400000001
South Cambridgeshire,51698.96,0.0,0.0,1574.5,0.0,600.0,0.0,0.0,0.0,0.0,0.458403233,509,515,507,509,512,450,131,359,2983,8.001019961323651,3.5317609765460274,-0.22466150502215085,0.2764634031757959,0.212167621911115,42218,0.186212339
South Cotswolds,44816.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.538608017,480,493,505,460,476,519,91,257,2801,7.938088726896952,3.325774729604681,-0.6806815366681133,0.2548483107931692,0.243893269280977,31124,0.085949428
South Derbyshire,75500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.473402288,372,385,349,230,290,443,314,290,2301,7.741533589281828,0.9711575870974232,0.6662515427616795,0.2733477745534799,0.192708546205092,23963,0.061194679
South Devon,53709.0,0.0,0.0,0.0,0.0,1552.86,0.0,0.0,0.0,0.0,0.474550667,278,242,208,349,323,467,224,163,1976,7.589335823170617,0.5523161865356037,-0.510658296056518,0.2240631638888273,0.304135000766552,26862,0.05845937
